DonorId,Donor Name,Donations Value,Donation Events,Donation Mean
14882.0,John D Guest,10000.0,1,10000.0
14883.0,Mae Hall,25000.0,1,25000.0
14884.0,Peter J Hall,150000.0,1,150000.0
14885.0,James D Hanson,10000.0,1,10000.0
14887.0,Peter R Harrison,50000.0,1,50000.0
14889.0,Andreas Heeschen,50000.0,1,50000.0
14890.0,Michael Hintze,100000.0,1,100000.0
14891.0,Michael J Hutchinson,15000.0,1,15000.0
14892.0,Allen R Jackson,147000.0,5,29400.0
14893.0,Henry Keswick,50000.0,1,50000.0
14894.0,Geoffrey C Lawson,50000.0,1,50000.0
14896.0,Richard Macaire,25000.0,1,25000.0
14897.0,George M Magan,10300.0,1,10300.0
14898.0,Lord Jonathan Marland,30000.0,1,30000.0
14899.0,Mr Simon A Aldridge,5500.0,1,5500.0
14900.0,Mr Michael L Ginn,1500.0,1,1500.0
14901.0,Mr Peter Walker,2659.0,2,1329.5
14902.0,Mr Michael Pringle,3700.0,1,3700.0
14903.0,Dr Ian Clarke,1500.0,1,1500.0
14904.0,Mr Evan Robson,1500.0,1,1500.0
14906.0,Mrs Josephine Hanney,1015.0,1,1015.0
14907.0,Cllr Flick Rea,1200.0,1,1200.0
14908.0,Mr Peter Carroll,1748.0,1,1748.0
14909.0,Cllr Neil Williams,1644.0,1,1644.0
14910.0,Cllr Gitte Dawson,1026.11,1,1026.11
14911.0,Taunton Lib Dem Council Group,2450.0,1,2450.0
14912.0,Oldham Lib Dem Council Group,6000.0,1,6000.0
14913.0,Gateshead Lib Dem Council Group,4500.0,1,4500.0
14915.0,Mrs Lynne Beaumont,1700.0,1,1700.0
14917.0,Newport Ld Council Group,16468.07,5,3293.614
14919.0,Mr Duncan Greenland,1000.0,1,1000.0
14920.0,Liberal Democrat Christmas Draw,1700.0,1,1700.0
14921.0,Mr James Ledward,1075.0,1,1075.0
14922.0,Kirklees Lib Dem Council Group,1449.89,1,1449.89
14923.0,Kirklees Lib Dem Council Group,2989.75,1,2989.75
14926.0,Southwark Lib Dem Council Group,3317.0,1,3317.0
14927.0,Mr Alan Reid,1452.96,1,1452.96
14928.0,Mr Peter Thurnham,3000.0,1,3000.0
14931.0,Mrs Barbara Grant-Adamson,1200.0,1,1200.0
14934.0,Cllr John Dixon,1163.2,1,1163.2
14935.0,Mr Simon Wakefield,3430.44,3,1143.48
14936.0,Sal Brinton,2918.0,2,1459.0
14937.0,Mr Hugo Brunner,1200.0,1,1200.0
14938.0,Cllr Keith Moffitt,1320.0,1,1320.0
14939.0,Mr Anthony Rogers,1074.0,1,1074.0
14940.0,Cllr Alan Burtenshaw,1050.0,1,1050.0
14941.0,Mr Tim Prater,1595.88,1,1595.88
14942.0,Mr Christopher Butler,1800.0,1,1800.0
14943.0,Mr Norman Baker Mp,1405.0,1,1405.0
14944.0,Cllr Michael Dolling,1620.0,1,1620.0
14946.0,Mr Paul Holmes Mp,1087.5,1,1087.5
14947.0,Ms Siobhan Mathers,1500.0,1,1500.0
14948.0,Cllr Chris White,1230.0,1,1230.0
14949.0,Mr Alan Massie,5000.0,1,5000.0
14950.0,Mid-Sussex Lib Dem Council Group,4000.0,1,4000.0
14952.0,Mr John Rigg,5000.0,1,5000.0
14954.0,Mr Michael Crockart,37250.0,2,18625.0
14954.0,Mr Michael Crockhart Mp,4486.0,2,2243.0
14958.0,St Helens Lib Dem Council Group,3989.72,1,3989.72
14959.0,Newcastle Lib Dem Council Group,4000.0,1,4000.0
14960.0,Huntingdon Lib Dem Council Group,3296.95,1,3296.95
14962.0,Cllr James Kempton,2149.83,1,2149.83
14963.0,Mrs Judith Woodman,1629.78,1,1629.78
14964.0,Mr Edmund Butcher,1020.0,1,1020.0
14965.0,Mr Elgan Morgan,1531.02,1,1531.02
14966.0,Mrs Jacqueline Porter,1200.0,1,1200.0
14967.0,Mr Greg Foxsmith,2420.63,2,1210.315
14968.0,North Norfolk Lib Dem Council Group,1500.0,1,1500.0
14969.0,Mrs Joyce Wainwright,1500.0,1,1500.0
14970.0,Mrs Joyce Wainwright,600.0,1,600.0
14971.0,Alison Goldsworthy,3000.0,2,1500.0
14972.0,Mr David Winskil,2026.8,2,1013.4
14973.0,Mr Matt Davies,2004.0,2,1002.0
14974.0,Mrs Katherine Smyth,1500.0,1,1500.0
14975.0,Cllr Ruth Polling,1725.83,1,1725.83
14976.0,Martin Newton,9050.4,5,1810.08
14976.0,Mr Martin Newton,2004.0,2,1002.0
14977.0,Cllr Andrew Cornwell,1579.47,1,1579.47
14978.0,Cllr Ursula Woolley,1579.47,1,1579.47
14979.0,Dr John Porteous,1200.0,1,1200.0
14980.0,Cllr John Bryant,1099.0,1,1099.0
14982.0,Cllr John Gilbert,1579.47,1,1579.47
14986.0,Mrs Barbara O Ronson,1015.0,1,1015.0
14987.0,Mr Robert Ronson,1281.0,1,1281.0
14990.0,Mr Paul Strasburger,22423.32,1,22423.32
14991.0,Mr Mark Porter,1100.0,1,1100.0
14992.0,Cllr George Allan,1579.47,1,1579.47
14993.0,Mr Michael Andrewes,3402.1,2,1701.05
14994.0,Somerset County Lib Dem Council Group,1824.16,1,1824.16
14995.0,Eastleigh Lib Dem Council Group,5650.24,1,5650.24
14996.0,Rugby Lib Dem Council Group,3000.0,1,3000.0
14997.0,Christchurch Lib Dem Council Group,1200.0,1,1200.0
14998.0,Mrs Margaret Smith Msp,1300.0,1,1300.0
15002.0,Mr Douglas Campbell,2000.0,1,2000.0
15006.0,Mr Michael Mumford,5250.0,1,5250.0
15007.0,Mr Chris Nicholson,10000.0,1,10000.0
15009.0,Mr Chris Butler,15000.0,1,15000.0
15010.0,First Oil Exploration (North Sea) Limited,10000.0,1,10000.0
15011.0,Birlinn Limited,2500.0,1,2500.0
15012.0,Mackies Limited,6250.0,3,2083.3333333333335
15013.0,Mr Charles Skene,5000.0,1,5000.0
15014.0,Mr Ian Suttie,5000.0,1,5000.0
15015.0,Mrs Dorothy E Suttie,13000.0,2,6500.0
15016.0,Kirklees Lib Dem Council Group,6470.19,1,6470.19
15017.0,Ipswich Lib Dem Council Group,1615.9,1,1615.9
15019.0,Mrs Annette Brooke,1200.0,1,1200.0
15021.0,Mr Gregan  Crawford,3200.0,2,1600.0
15022.0,Mr John Ault,1300.0,1,1300.0
15023.0,Liberal Democrat Christmas Draw,700.0,1,700.0
15025.0,Richmond Upon Thames Lib Dem Council Group,4500.0,1,4500.0
15026.0,Cllr Helen Chuah,1080.0,1,1080.0
15027.0,Mr Anthony Wilkinson,5000.0,1,5000.0
15028.0,Mr Tony Wilkinson,101030.0,2,50515.0
15030.0,Kirklees Lib Dem Council Group,1348.93,1,1348.93
15031.0,Mr Darren Briddock,1290.0,1,1290.0
15032.0,Cllr Marisha Ray,1579.47,1,1579.47
15033.0,Test Valley Lib Dem Council Group,1110.0,1,1110.0
15036.0,Mr John Drage,1800.0,1,1800.0
15037.0,Lord Na Goodhart,1200.0,1,1200.0
15038.0,Cllr Mike Hogg,1080.0,1,1080.0
15039.0,Cllr Tom Smith-Hughes,1380.0,1,1380.0
15040.0,Cllr Terry Stacy,1579.47,1,1579.47
15041.0,Dr Marek J. Trelinski,2250.0,2,1125.0
15042.0,Mrs Cicely Whitelaw,5000.0,1,5000.0
15047.0,Hull Lib Dem Council Group,1658.0,1,1658.0
15048.0,Mr Edmond Douglas-Pennant,21200.0,8,2650.0
15065.0,Pps Group,2000.0,1,2000.0
15068.0,Unite (Amicus Section),2485.0,1,2485.0
15070.0,Muslim Friends Of Labour,2000.0,1,2000.0
15071.0,Muslim Friends Of Labour,3000.0,1,3000.0
15072.0,Muslim Friends Of Labour,4000.0,1,4000.0
15073.0,Muslim Friends Of Labour,1000.0,1,1000.0
15074.0,Muslim Friends Of Labour,2000.0,1,2000.0
15075.0,Muslim Friends Of Labour,100000.0,1,100000.0
15076.0,Alexander Mitchell,6000.0,1,6000.0
15082.0,Stewart & Mckenna Limited,5000.0,1,5000.0
15083.0,Swell,1250.0,1,1250.0
15085.0,Telford And Wrekin Labour Group,1250.0,1,1250.0
15086.0,Telford And Wrekin Labour Group,1250.0,1,1250.0
15087.0,Terry Hands,1500.0,1,1500.0
15096.0,Dave Anderson,3840.0,1,3840.0
15106.0,Bet365 Group Limited,680000.0,7,97142.85714285714
15107.0,Muslim Friends Of Labour,100000.0,1,100000.0
15113.0,Plymouth Labour Group,1090.67,1,1090.67
15115.0,Mr Reg Race,2000.0,1,2000.0
15140.0,Grimsby Labour Group,5700.0,1,5700.0
15141.0,Hackney Labour Group,2323.0,1,2323.0
15142.0,Hugh Henry,1500.0,1,1500.0
15143.0,Hugh Henry,1500.0,1,1500.0
15144.0,Iqbal Khan,2000.0,1,2000.0
15145.0,Patrick Cosgrove,1400.0,1,1400.0
15261.0,British Land Property Advisers Limited,1500.0,1,1500.0
15263.0,Camelon Labour Social Club,1151.0,1,1151.0
15264.0,Caroline Pennington,1250.0,1,1250.0
15271.0,Venson Automotive Solutions Ltd - Sponsorship,134375.0,4,33593.75
15281.0,William Hopkin Joseph,1410.0,1,1410.0
15282.0,Zahid Hussain,1081.0,1,1081.0
15287.0,Alan Meale Mp,2270.0,1,2270.0
15302.0,Ath Resources Plc,2600.0,1,2600.0
15340.0,Econogas Limited,1414.16,1,1414.16
15344.0,Beattie Mcguinness Bungay Ltd,20320.4,3,6773.466666666667
15353.0,Mr David Cooke,15000.0,5,3000.0
15356.0,Jack Mcconnell Msp,1006.48,1,1006.48
15357.0,Jack Mcconnell Msp,201.24,1,201.24
15359.0,James Forbes,1500.0,1,1500.0
15360.0,Mr David Abrahams,38000.0,1,38000.0
15361.0,Muslim Friends Of Labour,100000.0,1,100000.0
15362.0,National Union Of Labour And Socialist Clubs,8751.0,1,8751.0
15364.0,Newcastle Labour Group,2500.0,1,2500.0
15366.0,Nigel Doughty,250000.0,1,250000.0
15367.0,Norfolk Tote And Bingo,1300.0,1,1300.0
15373.0,John Moores,10000.0,1,10000.0
15375.0,Jon Aisbitt,250000.0,1,250000.0
15376.0,Mr Jules Pipe,1514.14,2,757.07
15377.0,Ken Wills,25000.0,1,25000.0
15378.0,Leagrave Trust,16226.82,1,16226.82
15379.0,Leeds City Council Labour Group,1750.0,1,1750.0
15381.0,Mahmoud Khayami,5000.0,1,5000.0
15382.0,Mahmoud Khayami,5000.0,1,5000.0
15383.0,Malcolm Chisholm,3590.0,1,3590.0
15389.0,Maureen Mcmillan,2842.0,1,2842.0
15390.0,Mcgarvie Morrison Media Limited,4000.0,2,2000.0
15394.0,Colin Shrive,720.0,1,720.0
15395.0,Colin Shrive,350.0,1,350.0
15420.0,Dumfries & Galloway Labour Group,18350.0,3,6116.666666666667
15420.0,Dumfries And Galloway Council Labour Group,8500.0,3,2833.3333333333335
15421.0,Eligo International Ltd,13000.0,1,13000.0
15422.0,Eligo International Ltd,18100.0,3,6033.333333333333
15423.0,Fellow'S Associates,5000.0,1,5000.0
15424.0,Fife Labour Group,3200.0,1,3200.0
15425.0,Fife Labour Group,3800.0,1,3800.0
15426.0,Fife Labour Group,5000.0,1,5000.0
15428.0,Fitness Industry Association Limited,10955.0,3,3651.6666666666665
15428.0,Lighting Industry Association Limited,2100.0,1,2100.0
15430.0,Fluor Ltd - Sponsorship,5100.0,1,5100.0
15431.0,Gateshead Labour Group,4660.0,1,4660.0
15456.0,Jeffrey Leaver,3500.0,1,3500.0
15457.0,John Barlow,1250.0,1,1250.0
15458.0,Mr David Abrahams,35000.0,1,35000.0
15464.0,Perceval Johnson,10000.0,1,10000.0
15465.0,Peter Carpenter,10150.0,1,10150.0
15467.0,Mr David Abrahams,24000.0,1,24000.0
15469.0,Renfrewshire Labour Group,1314.0,1,1314.0
15470.0,Renfrewshire Labour Group,1314.0,1,1314.0
15472.0,Rugby Labour Group,4000.0,1,4000.0
15473.0,Saltcoats Labour Club,2000.0,1,2000.0
15474.0,Scottish Co-Operative Party,9854.0,8,1231.75
15481.0,Sheffield Local Government Committee,3814.0,1,3814.0
15482.0,Siobhain Mcdonagh Mp,1350.0,1,1350.0
15483.0,Slough Labour Group,2600.0,1,2600.0
15484.0,Sonny Leong,795.18,1,795.18
15485.0,Sonny Leong,5000.0,1,5000.0
15486.0,Sonny Leong,5000.0,1,5000.0
15490.0,John Whittaker Mep,3911.69,1,3911.69
15491.0,John Whittaker Mep,2000.0,1,2000.0
15493.0,David Bick,25000.0,1,25000.0
15494.0,Martyn Gray,4500.0,1,4500.0
15500.0,Mr David Senior,3000.0,1,3000.0
15502.0,Ward Hadaway Solicitors,1600.0,1,1600.0
15503.0,Mr Alan Johnson Mp,10199.0,1,10199.0
15504.0,Mr Alexander Stevenson,2500.0,1,2500.0
15512.0,Lord David Sainsbury,2000000.0,1,2000000.0
15514.0,Mahmoud Khayami,320000.0,1,320000.0
15515.0,Mayfield Labour Club,1550.0,1,1550.0
15519.0,Mr Nigel Doughty,5000.0,1,5000.0
15521.0,Nuneaton And Bedworth Labour Group,720.0,1,720.0
15522.0,Mr Patrick Cosgrove,900.0,1,900.0
15523.0,Mr Paul Callaghan,10750.0,1,10750.0
15524.0,Mr Peter Hain Mp,11550.0,1,11550.0
15529.0,Lancashire Labour Group,2000.0,1,2000.0
15532.0,Mr William Bottriell,5000.0,1,5000.0
15533.0,Mr William Bottriell,32500.0,1,32500.0
15538.0,Hackney Labour Group,2322.69,1,2322.69
15539.0,Harriet Harman Mp,7824.459999999999,2,3912.2299999999996
15539.0,Ms Harriet Harman,1105.0,1,1105.0
15540.0,Hazel Blears,2000.0,1,2000.0
15540.0,Hazel Blears Mp,12255.81,2,6127.905
15541.0,Hilary Benn Mp,6185.5599999999995,2,3092.7799999999997
15542.0,Mr David Abrahams,56000.0,1,56000.0
15543.0,Richard  Greer,29000.0,3,9666.666666666666
15544.0,Ms Rita Krishna,2464.34,2,1232.17
15545.0,Scarborough Muir Group Ltd (Sponsorship),2500.0,1,2500.0
15546.0,Sefton Labour Group,918.0,1,918.0
15547.0,Sheffield Labour Group,3043.0,1,3043.0
15548.0,Eads-Uk Ltd,19225.0,3,6408.333333333333
15549.0,South Liverpool Housing Ltd (Sponsorship),1700.0,1,1700.0
15550.0,South West East Labour Lotteries,1770.0,1,1770.0
15551.0,South West East Labour Lotteries,5381.5,1,5381.5
15552.0,Southampton Labour Group,2800.0,1,2800.0
15554.0,Mr Stanley Albert Cook,6375.36,1,6375.36
15557.0,Stroud Labour Club And Institute,6300.0,4,1575.0
15562.0,Apco Uk Ltd,5500.0,1,5500.0
15565.0,Alistair Campbell,32300.0,4,8075.0
15566.0,Mr Amin Hemani,59000.0,1,59000.0
15567.0,Andrew Judge,1416.0,2,708.0
15571.0,Mr James Castell,3876.0,2,1938.0
15572.0,Mr David Abrahams,42000.0,1,42000.0
15573.0,John Gregory,18113.72,2,9056.86
15573.0,John Mcgregor,2000.0,1,2000.0
15574.0,Jules Pipe,504.57,1,504.57
15575.0,Leeds Labour Group,1500.0,1,1500.0
15576.0,Local Government Association,5875.0,1,5875.0
15578.0,Care And Health Ltd (Sponsorship),10047.5,1,10047.5
15579.0,Mr Charles Albert Maher,48376.65,1,48376.65
15645.0,Ms Barbara Follett Mp,3750.0,1,3750.0
15646.0,Mr Bernard Oram,35000.0,1,35000.0
15651.0,Gateshead Labour Group,727.0,1,727.0
15652.0,Geoffrey Robinson Mp,17934.4,2,8967.2
15697.0,Mr David Abrahams,55000.0,1,55000.0
15703.0,Janet Pope,2000.0,1,2000.0
15704.0,Mr John Mills,5300.0,1,5300.0
15705.0,Mr Mark Pemberton,1015.0,1,1015.0
15706.0,Mr Robert Latham,5325.0,1,5325.0
15707.0,Ruth Anna Stewart,5015.0,1,5015.0
15717.0,Dean And Dean Solicitors,11000.0,2,5500.0
15722.0,Fiona Mctaggart,1150.0,2,575.0
15724.0,Four Communications Plc,5800.0,1,5800.0
15726.0,Geethika Jayatilaka,2000.0,1,2000.0
15727.0,Mr Frank Dobson Mp,3000.0,1,3000.0
15728.0,Mr Giles Wright,5000.0,1,5000.0
15729.0,Mr Theo Blackwell,5000.0,1,5000.0
15732.0,Mr William G Jackson,3538.0,1,3538.0
15733.0,North Norfolk Lib Dem Council Group,750.0,1,750.0
15735.0,Danley Estates Limited,1592.0,1,1592.0
15735.0,Dawley Estates Ltd,65689.3,20,3284.465
15736.0,Lord Na Jacobs,10000.0,1,10000.0
15741.0,Ms Lynne Featherstone,3000.0,1,3000.0
15742.0,Ms Karen Gillard,2761.0,1,2761.0
15743.0,Mr Paul Strasburger,37378.77,1,37378.77
15745.0,Mr Nicholas J. Couldrey,1125.0,1,1125.0
15746.0,Cllr Terry R. Sutton,840.0,1,840.0
15747.0,Mr Lembit Opik Mp,1350.0,1,1350.0
15750.0,Mr Peter Carroll,430.0,1,430.0
15751.0,Mr Tim Prater,600.0,1,600.0
15752.0,Cllr Michelle Michaelis,1111.68,1,1111.68
15753.0,Mr Colin A. Kinnear,855.0,1,855.0
15754.0,Cllr Kenneth Jones,1518.87,1,1518.87
15755.0,Cllr Margaret Fisher,1213.5,1,1213.5
15756.0,Cllr John Leech Mp,1500.0,1,1500.0
15757.0,Mr Duncan Greenland,1000.0,1,1000.0
15759.0,Mr Tom Sharp,1500.0,1,1500.0
15760.0,Mr Paul Marshall,2500.0,1,2500.0
15761.0,Mr Paul Holmes,1087.5,1,1087.5
15762.0,Ms Siobhan Mathers,1000.0,1,1000.0
15763.0,Mr David Fuller,1500.0,1,1500.0
15763.0,Mr David Lilley,311985.0,5,62397.0
15764.0,Mr Christopher Butler,900.0,1,900.0
15765.0,Mr Otto Thoresen,5100.0,1,5100.0
15766.0,Cllr George E. Allan,1064.4,1,1064.4
15767.0,Mr Norman Baker,600.0,1,600.0
15768.0,Ms Sue Doughty,1500.0,1,1500.0
15769.0,Cllr Peter Downes,1260.0,1,1260.0
15770.0,Mr Tim Farron,840.0,1,840.0
15771.0,Mr Wally Protheroe,4000.0,2,2000.0
15772.0,Cllr Roger Roberts,1200.0,1,1200.0
15773.0,Mr John Rothwell,3010.0,1,3010.0
15774.0,Cllr Ray Russell,1660.0,1,1660.0
15775.0,Cllr Iain Sharpe,1008.0,1,1008.0
15776.0,Cllr Tom Smith-Hughes,690.0,1,690.0
15777.0,Cllr Terry Stacey,1064.4,1,1064.4
15778.0,Mr Cec Tallack,2580.0,2,1290.0
15779.0,Mr Fred R. Thompson,1150.0,1,1150.0
15781.0,Chris White,1044.0,1,1044.0
15782.0,Mrs Margaret Smith Msp,1950.0,1,1950.0
15783.0,Ms Sal Brinton,900.0,1,900.0
15784.0,Kirklees Lib Dem Council Group,4163.0,1,4163.0
15785.0,Kirklees Lib Dem Council Group,983.01,1,983.01
15786.0,Kirklees Lib Dem Council Group,1445.97,1,1445.97
15787.0,Kirklees Lib Dem Council Group,1779.62,1,1779.62
15788.0,Cllr Neil Williams,420.0,1,420.0
15789.0,Cllr Rodney Berman,1250.1,1,1250.1
15790.0,Cllr Dave Radcliffe,1350.0,1,1350.0
15791.0,Lord Paul Scriven,9000.0,5,1800.0
15792.0,Cllr Gail Engert,1053.0,1,1053.0
15793.0,Cllr Jyoti Vaja,1153.08,1,1153.08
15794.0,Miss Alison Goldsworthy,2000.0,1,2000.0
15795.0,Miss Emily Cox,1350.0,1,1350.0
15796.0,Cllr Peter Higgins,1063.0,1,1063.0
15797.0,Mr Martin Mullaney,1350.0,1,1350.0
15798.0,Cllr Marisha Ray,1064.4,1,1064.4
15799.0,Eastleigh Lib Dem 200 Club,1080.0,1,1080.0
15803.0,Oldham Lib Dem Council Group,6000.0,1,6000.0
15804.0,Shrewsbury Liberal Club,1474.0,1,1474.0
15805.0,Cllr Ron Aitken,1080.0,1,1080.0
15806.0,Mr Elgan Morgan,765.51,1,765.51
15807.0,Richmond Upon Thames Lib Dem Council Group,4451.62,1,4451.62
15808.0,Mrs Jacqueline Porter,600.0,1,600.0
15809.0,Cllr Ernie Hendricks,2700.0,2,1350.0
15810.0,Lewisham Lib Dem Council Group,1300.0,1,1300.0
15811.0,Mrs Judith Woodman,814.89,1,814.89
15812.0,Mr Robert Chicken,2500.0,1,2500.0
15813.0,Ms Laura Edge,2106.0,2,1053.0
15814.0,St Andrews 100 Club,1287.0,1,1287.0
15818.0,Miss Janet Grauberg,2000.0,1,2000.0
15819.0,Paul Elgood,3160.0,2,1580.0
15820.0,Gateshead Lib Dem Council Group,2415.0,1,2415.0
15821.0,Newcastle Lib Dem Council Group,5000.0,1,5000.0
15822.0,Mrs Isobel Mccall,5503.12,2,2751.56
15823.0,Mrs Joyce Wainwright,1500.0,1,1500.0
15824.0,Mr David W. Wright,2000.0,1,2000.0
15825.0,Miss Emma Bone,1405.76,1,1405.76
15826.0,Mr Wayne Hoban,1080.0,1,1080.0
15827.0,Mr Roger Williams Mp,1350.0,1,1350.0
15828.0,Cllr Theresa Higgins,4101.0,2,2050.5
15828.0,Ms Theresa Higgins,6125.0,3,2041.6666666666667
15829.0,Mrs Susan Kramer Mp,989.26,1,989.26
15830.0,Miss Jennifer Willott Mp,1350.0,1,1350.0
15832.0,Mr Andreas Uttermann,7500.0,2,3750.0
15833.0,Mr Darren Briddock,830.0,1,830.0
15835.0,Cllr John Gilbert,1064.4,1,1064.4
15839.0,West Berkshire Lib Dem Council Group,1400.0,1,1400.0
15841.0,Lewisham Lib Dem Council Group,1300.0,1,1300.0
15842.0,Northampton Lib Dem Council Group,1326.0,1,1326.0
15843.0,Park Lane Properties (Leeds) Limited,23000.0,4,5750.0
15845.0,Northampton Lib Dem Council Group,3831.0,1,3831.0
15846.0,Cllr James Kempton,1448.76,1,1448.76
15847.0,Mr Howard Gawler,3496.0,2,1748.0
15848.0,Mr Paul Harrod,1500.0,1,1500.0
15849.0,Mrs Mary Mcilroy Hipwell,2100.0,1,2100.0
15850.0,Dr J Vincent Cable,2255.0,1,2255.0
15852.0,Bentham Liberal Club,5000.0,1,5000.0
15853.0,Isla V Baring,1600.0,1,1600.0
15854.0,Mr Gordon Bloor,20879.239999999998,2,10439.619999999999
15855.0,Ivan D Ould,2000.0,1,2000.0
15856.0,Sixty-Six Club,4500.0,1,4500.0
15857.0,Sally A Blackwell,2500.0,1,2500.0
15858.0,Eric Hobbs,3500.0,1,3500.0
15861.0,John M Pickering,1500.0,1,1500.0
15866.0,Eim (United Kingdom) Ltd,87000.0,5,17400.0
15870.0,Croudace,5000.0,1,5000.0
15871.0,Esther M Tager,1500.0,1,1500.0
15872.0,Lily M Westlake,10000.0,1,10000.0
15873.0,Sarah H Kowitz,5000.0,1,5000.0
15874.0,William V Cole,3250.0,2,1625.0
15876.0,Splendid Hotel Group,10000.0,1,10000.0
15879.0,National Conservative Draws Society,102500.0,1,102500.0
15880.0,George M Magan,50000.0,1,50000.0
15881.0,David B Monaghan,25000.0,1,25000.0
15882.0,Mr William R Moores,20000.0,2,10000.0
15883.0,David C Ord,28500.0,1,28500.0
15886.0,Mr Charles D Pugh,30950.0,2,15475.0
15887.0,Brian Reid,30000.0,1,30000.0
15888.0,Lady Serena Rothschild,190000.0,1,190000.0
15889.0,Paul M Ruddock,8500.0,1,8500.0
15890.0,Malcolm Scott,105903.0,1,105903.0
15891.0,Richard S Sharp,11000.0,1,11000.0
15892.0,Lord Leonard Steinberg,2000.0,1,2000.0
15894.0,Sir Mark Weinberg,50000.0,1,50000.0
15895.0,John S Wheeler,5000.0,1,5000.0
15897.0,Hilda J Clarke,4700.0,1,4700.0
15898.0,Christo E Cleanthi,5735.0,1,5735.0
15899.0,Sarah K Davidson,1100.0,1,1100.0
15900.0,Sir Christopher Gent,2000.0,1,2000.0
15901.0,Mr Salim Janmohamed,14750.0,4,3687.5
15902.0,Howard D Leigh,7050.0,1,7050.0
15903.0,Stephen Massey,1250.0,1,1250.0
15904.0,Janet G Mccurrie,5250.0,1,5250.0
15905.0,Richard M Wingfield,5250.0,1,5250.0
15906.0,Whitworths Holdings Limited,6250.0,4,1562.5
15908.0,The Spring Lunch,50000.0,1,50000.0
15911.0,Markland Holdings Ltd,100000.0,1,100000.0
15914.0,Grahame Berkeley,10000.0,1,10000.0
15915.0,Jamie Borwick,10000.0,1,10000.0
15918.0,Jeremy Drax,25000.0,1,25000.0
15919.0,Peter Dubens,2000.0,1,2000.0
15920.0,Michael Farmer,130000.0,1,130000.0
15921.0,Norman Freed,7500.0,1,7500.0
15922.0,John D Guest,10000.0,1,10000.0
15923.0,Rosa Haden,711435.28,1,711435.28
15924.0,John Hall,25000.0,1,25000.0
15925.0,Michael Hintze,115000.0,1,115000.0
15926.0,John Hj Lewis,25000.0,1,25000.0
15927.0,Leon Litchfield,50000.0,1,50000.0
15928.0,James Lyle,50000.0,1,50000.0
15929.0,David Macmillan,10000.0,1,10000.0
15930.0,David Ross,1500.0,1,1500.0
15932.0,Kenneth A Carter,2500.0,1,2500.0
15933.0,Mr Stuart Legassick,19200.16,3,6400.053333333333
15934.0,East Surrey Business Club,6000.0,1,6000.0
15935.0,Ms Janey G Bryce,4000.0,2,2000.0
15936.0,Peter Rich,9500.0,2,4750.0
15937.0,Mr Geoffrey G Boot,2625.0,2,1312.5
15938.0,Francis Brake,1500.0,1,1500.0
15941.0,Universal Products (Lytham) Manufacturing Ltd,10000.0,9,1111.111111111111
15942.0,Norman C Edwards,3400.0,1,3400.0
15944.0,Mr Nicholas Harris,2400.0,2,1200.0
15947.0,The Bow Group,1125.0,1,1125.0
15949.0,Julie Bekhor,5000.0,1,5000.0
15953.0,Flexible Securities Ltd,150000.0,4,37500.0
15954.0,Robert V Buxton,1300.0,1,1300.0
15955.0,Richard E Smith,1500.0,1,1500.0
15956.0,David Tunney,1200.0,1,1200.0
15957.0,Paul Beresford,400.0,1,400.0
15959.0,Lady Mary Fuller,3250.0,2,1625.0
15961.0,Martin Davis,1000.0,1,1000.0
15962.0,Ellis Elias,500.0,1,500.0
15964.0,Neville A Baxter,4500.0,1,4500.0
15965.0,Rula Al-Adasani,600.0,1,600.0
15966.0,Janet C Goodwin,2000.0,1,2000.0
15967.0,Richard Harrington,2000.0,1,2000.0
15970.0,Midlands Industrial Council,4072.14,1,4072.14
15972.0,Lord John D Taylor,2000.0,1,2000.0
15973.0,Fabian Hamilton,11296.57,3,3765.523333333333
15973.0,Fabian Hamilton Mp,500.0,1,500.0
15973.0,Mr D Hamilton,2200.0,1,2200.0
15974.0,John Hall,5500.0,1,5500.0
15975.0,Strangers Gallery,10000.0,1,10000.0
15977.0,Kambiz Jaberi,1850.0,1,1850.0
15978.0,Mr Matthew J Kimpton-Smith,6600.0,3,2200.0
15979.0,Martin Mcmillan,3000.0,1,3000.0
15981.0,Melvyn J Stride,1900.0,1,1900.0
15983.0,Ryan J Robson,6000.0,1,6000.0
15985.0,Gloucester Research Limited,281499.0,10,28149.9
15986.0,Dennis A Stickley,6187.77,1,6187.77
15987.0,Lord Stanley Kalms,2000.0,1,2000.0
15988.0,Benjamin O Bamber,20000.0,1,20000.0
15989.0,Frank Mosheim,1000.0,1,1000.0
15990.0,Mr Graham Smith,6000.0,1,6000.0
15993.0,Fresh Start,4251.0,1,4251.0
15995.0,John D Regan,3250.0,2,1625.0
15996.0,Midlands Industrial Council,25000.0,1,25000.0
15997.0,Mr Charles Wentworth,5000.0,1,5000.0
15998.0,Mr Stephen Johnson,12115.0,3,4038.3333333333335
15999.0,Mr Alan Craig,1555.89,1,1555.89
16007.0,Mr Fergus Stewart Ewing,3000.0,1,3000.0
16008.0,Mr Fergus Stewart Ewing,3000.0,1,3000.0
16009.0,Tomatin Distilery Company Limited,5000.0,1,5000.0
16010.0,Mr Darren Johnson,1438.0,1,1438.0
16011.0,Ms Jean Lambert,900.0,1,900.0
16012.0,Ms Jenny Jones,804.0,1,804.0
16015.0,John Whittaker,10000.0,1,10000.0
